Title: L'_CO_/L_FIR_ Relations with CO Rotational Ladders of Galaxies 
       Across the Herschel SPIRE Archive 
Authors: Kamenetzky J., Rangwala N., Glenn J., Maloney P.R., Conley A. 
Table: Line Fluxes and Uncertainty Ranges from SPIRE FTS
================================================================================
Byte-by-byte Description of file: apjaa22eat2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units     Label  Explanations
--------------------------------------------------------------------------------
   1- 16 A16    ---       ID     Galaxy identifier
  18- 24 A7     ---       Line   Line identifier
  26- 26 A1     ---     f_Line   [X] Line is resolved? 
  28- 35 E8.2   Jy.km/s   Flux   Median line flux in Line
  37- 44 E8.2   Jy.km/s b_Flux   Lower 1{sigma} boundary for Flux
  46- 53 E8.2   Jy.km/s B_Flux   Upper 1{sigma} boundary for Flux
  55- 62 E8.2   Jy.km/s   UpLim  ? The 3{sigma} upper limit on the Line flux (1)
--------------------------------------------------------------------------------
Note (1): If blank the line is considered at least a 3{sigma} detection.
--------------------------------------------------------------------------------
IC4518ABa        CO9-8     2.06e+02 8.14e+01 3.25e+02 4.64e+02 
IC4518ABa        CO10-9    6.27e+01 1.67e+01 1.30e+02 2.58e+02 
IC4518ABa        CO11-10   2.72e+02 1.87e+02 3.62e+02          
IC4518ABa        NII       6.92e+02 6.06e+02 7.82e+02          
NGC5866          CI1-0     3.18e+02 9.11e+01 5.29e+02 8.00e+02 
NGC5866          CI2-1     4.48e+02 4.02e+02 5.02e+02          
NGC5866          CO4-3     8.50e+02 5.53e+02 1.16e+03          
NGC5866          CO5-4     4.48e+02 3.31e+02 6.16e+02          
NGC5866          CO6-5     3.16e+02 2.44e+02 3.97e+02          
NGC5866          CO7-6     1.83e+02 1.19e+02 2.42e+02          
NGC5866          CO8-7     2.71e+02 1.84e+02 3.66e+02          
NGC5866          CO9-8     5.77e+01 1.34e+01 1.11e+02 2.43e+02 
NGC5866          CO10-9    6.09e+01 1.41e+01 1.20e+02 2.31e+02 
NGC5866          CO11-10   4.78e+01 1.06e+01 1.04e+02 2.29e+02 
NGC5866          NII       1.21e+03 1.15e+03 1.28e+03          
CGCG049-057      CI1-0     5.34e+02 3.14e+02 7.41e+02 1.08e+03 
CGCG049-057      CI2-1     4.28e+02 3.63e+02 4.84e+02          
CGCG049-057      CO4-3     7.55e+02 5.23e+02 9.59e+02          
CGCG049-057      CO5-4     8.58e+02 7.28e+02 9.69e+02          
CGCG049-057      CO6-5     1.01e+03 9.53e+02 1.07e+03          
CGCG049-057      CO7-6     9.74e+02 9.10e+02 1.03e+03          
CGCG049-057      CO8-7     7.13e+02 6.23e+02 7.74e+02          
CGCG049-057      CO9-8     5.83e+02 4.96e+02 6.72e+02          
CGCG049-057      CO10-9    6.30e+02 5.52e+02 7.17e+02          
CGCG049-057      CO11-10   2.66e+02 2.20e+02 3.13e+02          
CGCG049-057      CO12-11   1.28e+02 8.11e+01 1.72e+02          
CGCG049-057      CO13-12   6.98e+01 2.58e+01 1.21e+02 2.39e+02 
CGCG049-057      NII       4.53e+02 4.05e+02 5.07e+02          
3C 315           CO10-9    4.79e+01 1.34e+01 8.89e+01 1.41e+02 
3C 315           CO11-10   4.32e+01 1.22e+01 8.50e+01 1.35e+02 
3C 315           CO12-11   4.44e+01 1.06e+01 8.39e+01 1.35e+02 
3C 315           NII       7.50e+01 3.49e+01 1.09e+02 1.55e+02 
VV705            CI1-0     3.19e+02 1.34e+02 6.29e+02 1.01e+03 
VV705            CI2-1     3.21e+02 2.73e+02 3.77e+02          
VV705            CO5-4     5.64e+02 3.77e+02 7.31e+02          
VV705            CO6-5     3.04e+02 2.07e+02 3.88e+02          
VV705            CO7-6     3.48e+02 2.98e+02 4.02e+02          
VV705            CO8-7     2.46e+02 1.88e+02 3.20e+02          
VV705            CO9-8     1.65e+02 8.90e+01 2.40e+02 3.62e+02 
VV705            CO10-9    1.38e+02 7.85e+01 1.96e+02          
VV705            CO11-10   1.28e+02 8.66e+01 1.74e+02          
VV705            CO12-11   1.26e+02 8.33e+01 1.84e+02          
VV705            CO13-12   9.89e+01 5.54e+01 1.51e+02          
VV705            NII       4.56e+02 4.06e+02 5.01e+02          
ESO099-G004      CI1-0     2.46e+02 6.48e+01 4.52e+02 9.50e+02 
ESO099-G004      CI2-1     3.30e+02 2.97e+02 3.68e+02          
ESO099-G004      CO5-4     4.51e+02 2.84e+02 6.08e+02          
ESO099-G004      CO6-5     4.91e+02 4.32e+02 5.61e+02          
ESO099-G004      CO7-6     3.31e+02 2.92e+02 3.73e+02          
ESO099-G004      CO8-7     1.37e+02 9.80e+01 1.80e+02          
ESO099-G004      CO9-8     3.52e+02 2.90e+02 4.16e+02          
ESO099-G004      CO10-9    1.67e+02 1.14e+02 2.26e+02          
ESO099-G004      CO11-10   1.37e+02 9.48e+01 1.96e+02          
ESO099-G004      CO12-11   8.86e+01 4.99e+01 1.34e+02 1.93e+02 
ESO099-G004      CO13-12   1.37e+02 8.76e+01 1.87e+02          
ESO099-G004      NII     X 1.67e+03 1.60e+03 1.73e+03          
IRAS 15250+3609  CI1-0     4.74e+02 2.36e+02 7.66e+02 1.11e+03 
IRAS 15250+3609  CI2-1     1.02e+02 4.99e+01 1.63e+02 2.61e+02 
IRAS 15250+3609  CO5-4     1.94e+02 5.03e+01 3.63e+02 5.16e+02 
IRAS 15250+3609  CO6-5     2.80e+02 1.93e+02 3.85e+02          
IRAS 15250+3609  CO7-6     2.75e+02 2.18e+02 3.34e+02          
IRAS 15250+3609  CO8-7     2.06e+02 1.31e+02 2.73e+02 3.61e+02 
IRAS 15250+3609  CO9-8     9.33e+01 2.89e+01 1.73e+02 3.02e+02 
IRAS 15250+3609  CO10-9    1.37e+02 7.48e+01 2.00e+02 2.88e+02 
IRAS 15250+3609  CO11-10   1.08e+02 4.24e+01 1.63e+02 2.51e+02 
IRAS 15250+3609  CO12-11   9.26e+01 4.20e+01 1.55e+02 2.29e+02 
IRAS 15250+3609  NII       8.78e+01 3.42e+01 1.40e+02 2.07e+02 
NGC5936          CI1-0     2.51e+02 7.02e+01 4.26e+02 7.47e+02 
NGC5936          CI2-1     4.35e+02 3.62e+02 5.19e+02          
NGC5936          CO4-3     3.76e+02 1.58e+02 5.75e+02 9.49e+02 
NGC5936          CO5-4     6.07e+02 4.31e+02 7.79e+02          
NGC5936          CO6-5     5.33e+02 4.36e+02 6.30e+02          
NGC5936          CO7-6     2.52e+02 1.46e+02 3.33e+02          
NGC5936          CO8-7     3.71e+02 2.37e+02 4.85e+02          
NGC5936          CO9-8     3.31e+02 1.35e+02 5.43e+02 8.55e+02 
NGC5936          CO10-9    1.65e+02 5.11e+01 3.08e+02 5.67e+02 
NGC5936          CO12-11   2.10e+02 6.43e+01 3.89e+02 6.34e+02 
NGC5936          NII       2.46e+03 2.32e+03 2.60e+03          
Arp220           CI1-0     1.36e+03 1.11e+03 1.63e+03          
Arp220           CI2-1     1.49e+03 1.36e+03 1.62e+03          
Arp220           CO4-3     3.23e+03 2.81e+03 3.53e+03          
Arp220           CO5-4     3.13e+03 2.94e+03 3.33e+03          
Arp220           CO6-5     3.39e+03 3.18e+03 3.55e+03          
Arp220           CO7-6     2.89e+03 2.75e+03 3.03e+03          
Arp220           CO8-7   X 3.56e+03 3.02e+03 4.09e+03          
Arp220           CO9-8     2.31e+03 2.04e+03 2.59e+03          
Arp220           CO10-9    2.08e+03 1.83e+03 2.41e+03          
Arp220           CO11-10   1.05e+03 8.99e+02 1.25e+03          
Arp220           CO12-11   6.52e+02 5.28e+02 7.66e+02 1.29e+03 
Arp220           CO13-12   3.63e+02 1.90e+02 5.27e+02 1.06e+03 
Arp220           NII     X 2.20e+03 1.72e+03 2.68e+03          
NGC5990          CI1-0     4.11e+02 1.78e+02 6.80e+02 1.05e+03 
NGC5990          CI2-1     4.53e+02 3.43e+02 5.46e+02          
NGC5990          CO4-3     3.18e+02 8.70e+01 5.53e+02 8.97e+02 
NGC5990          CO5-4     7.33e+02 5.46e+02 9.21e+02          
NGC5990          CO6-5     4.81e+02 3.64e+02 5.90e+02          
NGC5990          CO7-6     3.17e+02 2.17e+02 4.21e+02          
NGC5990          CO8-7     3.77e+02 2.32e+02 5.36e+02          
NGC5990          CO9-8     1.47e+02 3.13e+01 3.09e+02 5.60e+02 
NGC5990          CO10-9    2.28e+02 9.68e+01 3.55e+02 5.70e+02 
NGC5990          CO11-10   1.28e+02 2.82e+01 2.24e+02 3.17e+02 
NGC5990          CO12-11   1.53e+02 6.58e+01 2.65e+02 4.44e+02 
NGC5990          CO13-12   1.00e+02 1.95e+01 2.14e+02 3.91e+02 
NGC5990          NII       2.82e+03 2.70e+03 2.94e+03          
IRAS 15462-0450  CI2-1     3.48e+01 7.52e+00 6.75e+01 1.13e+02 
IRAS 15462-0450  CO5-4     1.11e+02 2.62e+01 2.53e+02 4.15e+02 
IRAS 15462-0450  CO6-5     7.87e+01 2.91e+01 1.31e+02 2.19e+02 
IRAS 15462-0450  CO7-6     1.37e+02 1.01e+02 1.75e+02          
IRAS 15462-0450  CO8-7     7.65e+01 4.12e+01 1.10e+02          
IRAS 15462-0450  CO10-9    7.25e+01 3.24e+01 1.14e+02 1.68e+02 
IRAS 15462-0450  CO11-10   2.81e+01 4.56e+00 6.48e+01 1.19e+02 
IRAS 15462-0450  CO12-11   3.86e+01 1.05e+01 7.89e+01 1.20e+02 
IRAS 15462-0450  CO13-12   5.71e+01 2.62e+01 9.14e+01 1.41e+02 
IRAS 15462-0450  NII       1.08e+02 7.59e+01 1.46e+02          
3C 326           CO5-4     1.18e+02 3.16e+01 1.98e+02 3.73e+02 
3C 326           CO7-6     2.87e+01 8.29e+00 5.66e+01 8.80e+01 
3C 326           CO8-7     3.15e+01 7.74e+00 6.27e+01 1.18e+02 
3C 326           CO9-8     9.70e+01 4.24e+01 1.65e+02 2.46e+02 
3C 326           CO10-9    2.07e+01 5.08e+00 5.83e+01 9.53e+01 
3C 326           CO11-10   4.15e+01 1.30e+01 7.06e+01 1.18e+02 
3C 326           NII       2.85e+01 5.61e+00 5.19e+01 8.99e+01 
PKS 1549-79      CI2-1     2.80e+01 6.53e+00 6.43e+01 1.22e+02 
PKS 1549-79      CO5-4     2.62e+02 1.39e+02 3.99e+02 6.41e+02 
PKS 1549-79      CO6-5     7.32e+01 1.92e+01 1.38e+02 2.59e+02 
PKS 1549-79      CO7-6     3.40e+01 7.31e+00 7.11e+01 1.29e+02 
PKS 1549-79      CO10-9    2.87e+01 4.83e+00 7.75e+01 1.45e+02 
PKS 1549-79      CO11-10   3.10e+01 7.78e+00 6.36e+01 1.03e+02 
PKS 1549-79      CO12-11   4.45e+01 1.28e+01 7.67e+01 1.39e+02 
PKS 1549-79      CO13-12   3.55e+01 9.47e+00 6.99e+01 1.32e+02 
NGC6052          CI1-0     9.43e+02 6.28e+02 1.30e+03          
NGC6052          CI2-1     1.55e+02 8.83e+01 2.19e+02          
NGC6052          CO4-3     1.43e+03 1.03e+03 1.89e+03          
NGC6052          CO5-4     6.91e+02 4.48e+02 8.98e+02          
NGC6052          CO6-5     5.17e+02 4.07e+02 6.25e+02          
NGC6052          CO7-6     8.60e+01 2.71e+01 1.55e+02 2.39e+02 
NGC6052          CO8-7     1.16e+02 5.28e+01 1.81e+02 2.56e+02 
NGC6052          CO9-8     1.63e+02 4.87e+01 2.75e+02 4.37e+02 
NGC6052          CO11-10   2.14e+02 8.09e+01 3.30e+02 5.04e+02 
NGC6052          CO12-11   7.30e+01 1.42e+01 1.44e+02 2.71e+02 
NGC6052          CO13-12   1.09e+02 2.98e+01 1.98e+02 3.46e+02 
NGC6052          NII       6.62e+02 5.81e+02 7.68e+02          
IRAS 16090-0139  CI2-1     1.51e+02 1.07e+02 1.97e+02          
IRAS 16090-0139  CO5-4     2.53e+02 8.14e+01 4.12e+02 6.90e+02 
IRAS 16090-0139  CO6-5     1.35e+02 4.38e+01 2.42e+02 3.85e+02 
IRAS 16090-0139  CO7-6     3.91e+02 3.42e+02 4.41e+02          
IRAS 16090-0139  CO8-7     3.64e+02 3.17e+02 4.03e+02          
IRAS 16090-0139  CO10-9    2.68e+02 1.92e+02 3.33e+02          
IRAS 16090-0139  CO11-10   1.58e+02 1.10e+02 2.04e+02          
IRAS 16090-0139  CO12-11   8.25e+01 3.72e+01 1.20e+02 1.89e+02 
IRAS 16090-0139  CO13-12   9.67e+01 6.14e+01 1.34e+02          
IRAS 16090-0139  NII       4.88e+01 1.64e+01 7.75e+01 1.45e+02 
PG 1613+658      CI2-1     4.48e+01 1.41e+01 9.12e+01 1.60e+02 
PG 1613+658      CO5-4     8.23e+01 1.06e+01 2.11e+02 4.49e+02 
PG 1613+658      CO6-5     1.19e+02 4.08e+01 2.09e+02 3.86e+02 
PG 1613+658      CO8-7     2.62e+01 5.21e+00 5.08e+01 1.13e+02 
PG 1613+658      CO10-9    5.80e+01 1.86e+01 1.10e+02 1.57e+02 
PG 1613+658      CO12-11   5.67e+01 1.93e+01 1.01e+02 1.68e+02 
PG 1613+658      CO13-12   3.87e+01 1.26e+01 7.31e+01 1.33e+02 
PG 1613+658      NII       2.82e+01 4.34e+00 5.32e+01 9.25e+01 
CGCG052-037      CI1-0     7.28e+02 4.85e+02 9.51e+02          
CGCG052-037      CI2-1     4.08e+02 3.60e+02 4.63e+02          
CGCG052-037      CO5-4     7.64e+02 5.83e+02 9.46e+02          
CGCG052-037      CO6-5     5.69e+02 4.94e+02 6.41e+02          
CGCG052-037      CO7-6     3.38e+02 2.83e+02 3.84e+02          
CGCG052-037      CO8-7     2.42e+02 1.95e+02 3.02e+02          
CGCG052-037      CO9-8     6.57e+01 1.97e+01 1.32e+02 2.23e+02 
CGCG052-037      CO10-9    1.00e+02 4.72e+01 1.43e+02 2.05e+02 
CGCG052-037      CO12-11   1.10e+02 7.27e+01 1.48e+02          
CGCG052-037      NII       1.24e+03 1.20e+03 1.29e+03          
NGC6156          CI1-0     4.42e+02 1.99e+02 7.19e+02 1.06e+03 
NGC6156          CI2-1     5.16e+02 4.26e+02 6.10e+02          
NGC6156          CO4-3     1.20e+03 8.98e+02 1.51e+03          
NGC6156          CO5-4     7.48e+02 5.29e+02 9.42e+02          
NGC6156          CO6-5     6.02e+02 4.80e+02 7.18e+02          
NGC6156          CO7-6     4.09e+02 3.28e+02 4.90e+02          
NGC6156          CO8-7     5.53e+02 4.03e+02 6.72e+02          
NGC6156          CO9-8     6.47e+02 3.82e+02 9.12e+02          
NGC6156          CO10-9    8.93e+01 8.23e+00 2.36e+02 5.14e+02 
NGC6156          CO11-10   3.15e+02 1.35e+02 5.48e+02 7.92e+02 
NGC6156          CO12-11   1.87e+02 5.38e+01 3.36e+02 6.07e+02 
NGC6156          NII       3.52e+03 3.28e+03 3.71e+03          
ESO069-IG006     CI1-0     8.20e+02 5.70e+02 1.07e+03          
ESO069-IG006     CI2-1     4.29e+02 3.95e+02 4.63e+02          
ESO069-IG006     CO5-4     1.09e+03 9.30e+02 1.22e+03          
ESO069-IG006     CO6-5     5.51e+02 4.88e+02 6.33e+02          
ESO069-IG006     CO7-6     2.88e+02 2.54e+02 3.21e+02          
ESO069-IG006     CO8-7     1.62e+02 1.25e+02 1.96e+02          
ESO069-IG006     CO9-8     6.91e+01 2.21e+01 1.33e+02 2.34e+02 
ESO069-IG006     CO10-9    8.69e+01 3.63e+01 1.29e+02 1.75e+02 
ESO069-IG006     CO11-10   4.41e+01 1.37e+01 8.67e+01 1.50e+02 
ESO069-IG006     CO12-11   3.88e+01 1.12e+01 7.57e+01 1.20e+02 
ESO069-IG006     NII     X 1.96e+03 1.90e+03 2.01e+03          
IRASF16399-0937  CI1-0     1.18e+02 3.55e+01 2.21e+02 4.46e+02 
IRASF16399-0937  CI2-1     2.24e+02 1.89e+02 2.58e+02          
IRASF16399-0937  CO5-4     2.95e+02 1.91e+02 3.91e+02          
IRASF16399-0937  CO6-5     3.29e+02 2.87e+02 3.67e+02          
IRASF16399-0937  CO7-6     2.06e+02 1.74e+02 2.38e+02          
IRASF16399-0937  CO8-7     1.65e+02 1.21e+02 2.05e+02          
IRASF16399-0937  CO9-8     1.67e+02 1.03e+02 2.40e+02          
IRASF16399-0937  CO10-9    1.81e+02 1.34e+02 2.36e+02          
IRASF16399-0937  CO11-10   7.07e+01 1.97e+01 1.22e+02 2.20e+02 
IRASF16399-0937  CO12-11   9.38e+01 4.29e+01 1.42e+02 2.19e+02 
IRASF16399-0937  CO13-12   7.38e+01 3.10e+01 1.14e+02 1.75e+02 
IRASF16399-0937  NII       8.86e+02 8.38e+02 9.34e+02          
NGC6240          CI1-0     1.97e+03 1.71e+03 2.21e+03          
NGC6240          CI2-1   X 3.50e+03 3.36e+03 3.64e+03          
NGC6240          CO4-3     5.33e+03 5.04e+03 5.57e+03          
NGC6240          CO5-4     5.55e+03 5.37e+03 5.73e+03          
NGC6240          CO6-5   X 6.85e+03 6.67e+03 7.03e+03          
NGC6240          CO7-6   X 6.14e+03 6.00e+03 6.28e+03          
NGC6240          CO8-7   X 5.13e+03 4.99e+03 5.27e+03          
NGC6240          CO9-8   X 4.97e+03 4.86e+03 5.08e+03          
NGC6240          CO10-9  X 4.47e+03 4.39e+03 4.56e+03          
NGC6240          CO11-10 X 3.36e+03 3.27e+03 3.45e+03          
NGC6240          CO12-11 X 2.65e+03 2.58e+03 2.73e+03          
NGC6240          CO13-12 X 2.25e+03 2.17e+03 2.33e+03          
NGC6240          NII     X 3.79e+03 3.71e+03 3.88e+03          
IRASF16516-0948  CI1-0     1.43e+02 5.22e+01 2.14e+02 4.13e+02 
IRASF16516-0948  CI2-1     2.00e+02 1.75e+02 2.27e+02          
IRASF16516-0948  CO5-4     3.31e+02 2.50e+02 4.00e+02          
IRASF16516-0948  CO6-5     2.47e+02 2.11e+02 2.87e+02          
IRASF16516-0948  CO7-6     1.36e+02 1.11e+02 1.64e+02          
IRASF16516-0948  CO8-7     5.57e+01 1.58e+01 9.73e+01 1.41e+02 
IRASF16516-0948  CO9-8     1.76e+02 1.04e+02 2.50e+02          
IRASF16516-0948  CO10-9    7.36e+01 2.90e+01 1.26e+02 1.95e+02 
IRASF16516-0948  CO12-11   6.31e+01 1.92e+01 1.19e+02 1.86e+02 
IRASF16516-0948  CO13-12   7.65e+01 2.81e+01 1.33e+02 1.96e+02 
IRASF16516-0948  NII       9.03e+02 8.47e+02 9.56e+02          
NGC6286b         CI1-0     1.08e+02 2.61e+01 2.61e+02 4.54e+02 
NGC6286b         CI2-1     1.32e+02 5.01e+01 2.19e+02 3.16e+02 
NGC6286b         CO5-4     1.85e+02 4.95e+01 3.18e+02 5.44e+02 
NGC6286b         CO6-5     7.28e+01 1.82e+01 1.67e+02 2.58e+02 
NGC6286b         CO7-6     8.08e+01 2.19e+01 1.60e+02 2.82e+02 
NGC6286b         CO8-7     2.76e+02 1.56e+02 4.09e+02          
NGC6286b         CO9-8     1.37e+02 3.65e+01 2.68e+02 4.79e+02 
NGC6286b         CO10-9    1.73e+02 6.75e+01 2.63e+02 4.65e+02 
NGC6286b         CO13-12   9.48e+01 2.40e+01 1.74e+02 3.79e+02 
NGC6286b         NII       6.12e+02 4.90e+02 7.20e+02          
NGC6286a         CI1-0     1.00e+03 6.69e+02 1.30e+03          
NGC6286a         CI2-1     7.41e+02 6.53e+02 8.26e+02          
NGC6286a         CO5-4     7.61e+02 4.93e+02 1.04e+03          
NGC6286a         CO6-5     4.98e+02 3.69e+02 6.00e+02          
NGC6286a         CO7-6     2.18e+02 1.29e+02 3.08e+02          
NGC6286a         CO8-7     2.96e+02 1.85e+02 4.32e+02          
NGC6286a         CO9-8     1.43e+02 4.23e+01 2.63e+02 5.08e+02 
NGC6286a         CO11-10   1.15e+02 3.66e+01 2.17e+02 3.96e+02 
NGC6286a         CO13-12   1.42e+02 4.55e+01 2.47e+02 4.00e+02 
NGC6286a         NII     X 5.95e+03 5.78e+03 6.12e+03          
IRASF17138-1017  CI2-1     5.07e+02 4.25e+02 5.68e+02          
IRASF17138-1017  CO4-3     1.15e+03 8.06e+02 1.44e+03          
IRASF17138-1017  CO5-4     6.95e+02 4.96e+02 8.63e+02          
IRASF17138-1017  CO6-5     5.97e+02 4.93e+02 6.95e+02          
IRASF17138-1017  CO7-6     6.20e+02 5.45e+02 6.92e+02          
IRASF17138-1017  CO8-7     2.80e+02 1.68e+02 3.91e+02          
IRASF17138-1017  CO9-8     3.08e+02 1.37e+02 4.66e+02 6.89e+02 
IRASF17138-1017  CO10-9    2.96e+02 2.02e+02 3.92e+02          
IRASF17138-1017  CO11-10   1.22e+02 3.36e+01 2.33e+02 3.71e+02 
IRASF17138-1017  CO12-11   1.28e+02 3.89e+01 2.10e+02 3.43e+02 
IRASF17138-1017  NII       1.82e+03 1.74e+03 1.91e+03          
IRAS F17207-0014 CI1-0     5.86e+02 2.94e+02 8.58e+02 1.31e+03 
IRAS F17207-0014 CI2-1     7.27e+02 6.49e+02 7.94e+02          
IRAS F17207-0014 CO5-4     1.19e+03 1.00e+03 1.32e+03          
IRAS F17207-0014 CO6-5     1.34e+03 1.23e+03 1.44e+03          
IRAS F17207-0014 CO7-6     1.22e+03 1.14e+03 1.29e+03          
IRAS F17207-0014 CO8-7     1.06e+03 9.82e+02 1.13e+03          
IRAS F17207-0014 CO9-8   X 1.06e+03 8.81e+02 1.24e+03          
IRAS F17207-0014 CO10-9  X 1.45e+03 1.33e+03 1.58e+03          
IRAS F17207-0014 CO11-10 X 7.40e+02 6.09e+02 8.71e+02          
IRAS F17207-0014 CO12-11 X 5.13e+02 3.86e+02 6.41e+02          
IRAS F17207-0014 CO13-12 X 3.12e+02 2.11e+02 4.14e+02          
IRAS F17207-0014 NII     X 1.08e+03 9.75e+02 1.19e+03          
ESO138-G027      CI1-0     1.60e+02 3.70e+01 4.19e+02 7.90e+02 
ESO138-G027      CI2-1     1.41e+02 1.03e+02 2.04e+02          
ESO138-G027      CO5-4     4.96e+02 3.24e+02 6.37e+02          
ESO138-G027      CO6-5     1.83e+02 1.05e+02 2.52e+02          
ESO138-G027      CO7-6     2.32e+02 1.87e+02 2.82e+02          
ESO138-G027      CO8-7     1.51e+02 8.15e+01 2.14e+02          
ESO138-G027      CO9-8     1.06e+02 2.55e+01 2.04e+02 3.86e+02 
ESO138-G027      CO10-9    1.21e+02 5.69e+01 1.95e+02 3.24e+02 
ESO138-G027      CO11-10   1.61e+02 8.18e+01 2.43e+02 4.05e+02 
ESO138-G027      CO12-11   1.40e+02 7.34e+01 2.17e+02 2.99e+02 
ESO138-G027      CO13-12   1.50e+02 7.29e+01 2.25e+02 3.20e+02 
ESO138-G027      NII       1.22e+03 1.15e+03 1.29e+03          
UGC11041         CI1-0     2.86e+02 5.91e+01 6.39e+02 1.01e+03 
UGC11041         CI2-1     4.05e+02 3.49e+02 4.70e+02          
UGC11041         CO4-3     4.38e+02 1.73e+02 7.78e+02 1.68e+03 
UGC11041         CO5-4     3.62e+02 1.49e+02 5.60e+02 8.56e+02 
UGC11041         CO6-5     2.64e+02 1.80e+02 3.52e+02          
UGC11041         CO7-6     2.07e+02 1.50e+02 2.72e+02          
UGC11041         CO9-8     2.42e+02 1.50e+02 3.33e+02 4.59e+02 
UGC11041         CO13-12   6.72e+01 1.59e+01 1.35e+02 2.40e+02 
UGC11041         NII       2.03e+03 1.93e+03 2.10e+03          
IRAS17578-0400   CI1-0     2.29e+02 4.67e+01 5.02e+02 8.17e+02 
IRAS17578-0400   CI2-1     3.94e+02 3.17e+02 4.71e+02          
IRAS17578-0400   CO4-3     4.42e+02 1.97e+02 7.56e+02 1.08e+03 
IRAS17578-0400   CO5-4     4.85e+02 3.04e+02 6.76e+02          
IRAS17578-0400   CO6-5     7.44e+02 6.45e+02 8.06e+02          
IRAS17578-0400   CO7-6     5.57e+02 4.83e+02 6.34e+02          
IRAS17578-0400   CO8-7     5.06e+02 3.93e+02 6.01e+02          
IRAS17578-0400   CO9-8     7.43e+02 6.25e+02 8.54e+02          
IRAS17578-0400   CO10-9    4.20e+02 3.08e+02 5.31e+02          
IRAS17578-0400   CO11-10   2.67e+02 1.54e+02 3.75e+02 5.62e+02 
IRAS17578-0400   CO12-11   1.37e+02 5.35e+01 2.24e+02 3.63e+02 
IRAS17578-0400   NII       9.62e+02 8.64e+02 1.07e+03          
NGC6621          CI1-0     6.51e+02 3.00e+02 9.30e+02 1.51e+03 
NGC6621          CI2-1     5.00e+02 4.21e+02 5.71e+02          
NGC6621          CO5-4     9.07e+02 6.50e+02 1.15e+03          
NGC6621          CO6-5     9.08e+02 7.98e+02 1.02e+03          
NGC6621          CO7-6     2.91e+02 2.17e+02 3.56e+02          
NGC6621          CO9-8     1.04e+02 2.61e+01 1.85e+02 4.22e+02 
NGC6621          CO10-9    1.72e+02 7.38e+01 2.64e+02 3.91e+02 
NGC6621          CO13-12   7.53e+01 2.20e+01 1.47e+02 2.42e+02 
NGC6621          NII       1.39e+03 1.32e+03 1.47e+03          
IC4687           CI1-0     3.21e+02 2.22e+02 4.07e+02          
IC4687           CI2-1     5.50e+02 5.14e+02 5.84e+02          
IC4687           CO4-3     6.13e+02 5.02e+02 7.15e+02          
IC4687           CO5-4     6.49e+02 5.88e+02 7.16e+02          
IC4687           CO6-5     7.28e+02 6.80e+02 7.73e+02          
IC4687           CO7-6     5.40e+02 4.97e+02 5.72e+02          
IC4687           CO8-7     3.74e+02 3.18e+02 4.14e+02          
IC4687           CO9-8     1.52e+02 9.82e+01 2.03e+02          
IC4687           CO10-9    1.53e+02 1.15e+02 1.91e+02          
IC4687           CO11-10   2.06e+01 3.04e+00 5.07e+01 1.23e+02 
IC4687           CO12-11   6.07e+01 3.52e+01 9.34e+01 1.29e+02 
IC4687           CO13-12   3.27e+01 6.02e+00 7.22e+01 1.36e+02 
IC4687           NII       2.30e+03 2.25e+03 2.34e+03          
IRAS F18293-3413 CI1-0     2.30e+03 2.10e+03 2.50e+03          
IRAS F18293-3413 CI2-1     2.30e+03 2.25e+03 2.34e+03          
IRAS F18293-3413 CO4-3     3.42e+03 3.18e+03 3.65e+03          
IRAS F18293-3413 CO5-4     3.23e+03 3.07e+03 3.40e+03          
IRAS F18293-3413 CO6-5     2.83e+03 2.77e+03 2.90e+03          
IRAS F18293-3413 CO7-6     1.94e+03 1.88e+03 1.99e+03          
IRAS F18293-3413 CO8-7     1.13e+03 1.05e+03 1.21e+03          
IRAS F18293-3413 CO9-8     7.92e+02 6.88e+02 8.87e+02          
IRAS F18293-3413 CO10-9    4.19e+02 3.52e+02 4.87e+02          
IRAS F18293-3413 CO11-10   2.20e+02 1.45e+02 2.89e+02          
IRAS F18293-3413 CO12-11   1.38e+02 7.80e+01 2.26e+02 3.00e+02 
IRAS F18293-3413 CO13-12   1.51e+02 6.35e+01 2.36e+02 3.40e+02 
IRAS F18293-3413 NII     X 5.72e+03 5.61e+03 5.83e+03          
IC4734           CI1-0     3.96e+02 1.47e+02 7.74e+02 1.23e+03 
IC4734           CI2-1     5.80e+02 4.87e+02 6.74e+02          
IC4734           CO5-4     1.38e+03 1.14e+03 1.63e+03          
IC4734           CO6-5     1.06e+03 9.04e+02 1.18e+03          
IC4734           CO7-6     6.60e+02 5.64e+02 7.58e+02          
IC4734           CO8-7     5.87e+02 4.66e+02 6.98e+02          
IC4734           CO9-8     4.82e+02 3.39e+02 6.07e+02          
IC4734           CO10-9    3.50e+02 2.39e+02 4.44e+02          
IC4734           CO11-10   2.72e+02 1.49e+02 3.97e+02 5.64e+02 
IC4734           CO12-11   1.53e+02 6.30e+01 2.40e+02 3.43e+02 
IC4734           CO13-12   2.19e+02 9.85e+01 3.46e+02 5.07e+02 
IC4734           NII       1.17e+03 1.07e+03 1.28e+03          
NGC6701          CI1-0     1.15e+03 7.96e+02 1.63e+03          
